"Canadas Best Value Inn Toronto, Toronto",HOTEL,$110 CAD,,See all 210 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.60992', '-79.5528']"
"Residence & Conference Centre - Toronto, Toronto",HOTEL,,,See all 233 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.796124', '-79.346252']"
"Residence Inn by Marriott Toronto Downtown / Entertainment District, Toronto",HOTEL,$152 CAD,,"See all 1,141 Hotels.com reviews",8.0,"1 room, 1 adult","['43.64501', '-79.39055']"
"Elevate Rooms Yiju Guest House, Toronto",HOTEL,$71 CAD,,,Fair4.2,"1 room, 1 adult","['43.660044', '-79.373159']"
"The Hazelton Hotel Toronto, Toronto",HOTEL,$450 CAD,,See all 218 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.670584', '-79.393878']"
"Staybridge Suites Toronto Mississauga, Mississauga",HOTEL,$162 CAD,,See all 61 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.642153', '-79.700747']"
"Super 8 by Wyndham Downtown Toronto, Toronto",HOTEL,$106 CAD,,"See all 1,061 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.651219', '-79.397378']"
"Sandman Signature Toronto Airport Hotel, Toronto",HOTEL,$117 CAD,,"See all 2,263 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.690166', '-79.589792']"
"Homewood Suites by Hilton Toronto-Markham, Markham",HOTEL,$131 CAD,,,Very Good8.0,"1 room, 1 adult","['43.843822', '-79.354027']"
"A Seaton Dream B&B, Toronto",HOTEL,$119 CAD,,See all 50 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.660516', '-79.370163']"
"Staybridge Suites Oakville, Oakville",HOTEL,$128 CAD,,See all 142 Hotels.com reviews,Good6.2,"1 room, 1 adult","['43.407945', '-79.735728']"
"Woodbine Hotel and Suites, Toronto",HOTEL,$97 CAD,,"See all 1,399 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.71154', '-79.591924']"
"Holiday Inn Express Suites Vaughan, Vaughan",HOTEL,$112 CAD,,See all 322 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.773691', '-79.623557']"
"Radisson Toronto Airport West, Mississauga",HOTEL,$87 CAD,,"See all 1,782 Hotels.com reviews",10.0,"1 room, 1 adult","['43.650073', '-79.701829']"
"Holiday Inn Express Hotel & Suites Toronto - Markham, Richmond Hill",HOTEL,$104 CAD,,See all 299 Hotels.com reviews,Good6.6,"1 room, 1 adult","['43.848762', '-79.382323']"
"Hilton Garden Inn Toronto Downtown, Toronto",HOTEL,$175 CAD,,See all 846 Hotels.com reviews,Fabulous8.6,"1 room, 1 adult","['43.647002', '-79.392747']"
"Novotel Toronto Vaughan Centre, Vaughan",HOTEL,$123 CAD,,See all 802 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.821308', '-79.539016']"
"Gladstone Hotel, Toronto",HOTEL,$203 CAD,,See all 279 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.642589', '-79.42674']"
"Hilton Garden Inn Toronto Airport, Mississauga",HOTEL,$119 CAD,,See all 995 Hotels.com reviews,Good7.6,"1 room, 1 adult","['43.689588', '-79.606425']"
"Knights Inn Toronto at Kingston Rd, Toronto",HOTEL,,,See all 45 Hotels.com reviews,,"1 room, 1 adult","['43.777706', '-79.172561']"
"Wellesley Manor Revival Boutique Hotel, EST, 1916, Toronto",HOTEL,,,See all 120 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.665248', '-79.382996']"
"Clinton and Bloor B&B, Toronto",HOTEL,$167 CAD,,See all 60 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.664751', '-79.417551']"
"Hilton Garden Inn Toronto Airport West/Mississauga, Mississauga",HOTEL,$128 CAD,,See all 723 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.638956', '-79.618719']"
"The Rex Hotel, Toronto",HOTEL,$95 CAD,,See all 535 Hotels.com reviews,Good7.4,"1 room, 1 adult","['43.650429', '-79.388591']"
"Thompson Toronto, Toronto",HOTEL,$296 CAD,,See all 466 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.642741', '-79.401799']"
"Homewood Suites by Hilton Toronto Airport Corporate Centre, Toronto",HOTEL,$130 CAD,,See all 759 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.652427', '-79.602021']"
"Days Inn by Wyndham Brampton, Brampton",HOTEL,$110 CAD,,,,"1 room, 1 adult","['43.697651', '-79.747219']"
"The Ivy at Verity, Toronto",HOTEL,$299 CAD,,See all 71 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.653416', '-79.374622']"
"Hampton Inn by Hilton Toronto Airport Corporate Centre, Toronto",HOTEL,$125 CAD,,"See all 1,018 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.652451', '-79.601978']"
"Toronto Furnished Apartments, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.649571', '-79.386985']"
"Canada Suites on Bay, Toronto",HOTEL,$309 CAD,,See all 114 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.65939', '-79.38525']"
"Le Germain Hotel Maple Leaf Square, Toronto",HOTEL,$269 CAD,,,Very Good8.0,"1 room, 1 adult","['43.64294', '-79.381425']"
"The Ritz-Carlton, Toronto, Toronto",HOTEL,$404 CAD,,See all 254 Hotels.com reviews,Exceptional9.4,"1 room, 1 adult","['43.645704', '-79.387345']"
"The St. Regis Toronto, Toronto",HOTEL,$424 CAD,,See all 385 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.649694', '-79.380736']"
"Homewood Suites by Hilton Toronto Vaughan, Vaughan",HOTEL,$135 CAD,,See all 369 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.79935', '-79.537657']"
"Monte Carlo Inn & Suites Downtown Markham, Markham",HOTEL,$99 CAD,,"See all 1,521 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.827493', '-79.326552']"
"Hotel Ocho, Toronto",HOTEL,$149 CAD,,See all 228 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.650052', '-79.396764']"
"SpringHill Suites by Marriott Toronto Vaughan, Vaughan",HOTEL,$139 CAD,,See all 724 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.799396', '-79.537681']"
"Hilton Garden Inn Toronto/Brampton, Brampton",HOTEL,$105 CAD,,See all 499 Hotels.com reviews,Good6.4,"1 room, 1 adult","['43.722304', '-79.670888']"
"Fairfield Inn & Suites by Marriott Toronto Mississauga, Mississauga",HOTEL,$105 CAD,,See all 322 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.63638', '-79.69513']"
"Aloft Vaughan Mills, Vaughan",HOTEL,$122 CAD,,See all 875 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.822009', '-79.538218']"
"Making Waves Boatel, Toronto",HOTEL,,,,Good7.0,"1 room, 1 adult","['43.636833', '-79.396042']"
"Shangri-la hotel Toronto, Toronto",HOTEL,$420 CAD,,See all 388 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.649022', '-79.386735']"
"Alt Hotel Toronto Airport, Mississauga",HOTEL,$179 CAD,,"See all 1,224 Hotels.com reviews",10.0,"1 room, 1 adult","['43.689982', '-79.614092']"
"Hampton Inn by Hilton Brampton Toronto, Brampton",HOTEL,$101 CAD,,,Good6.4,"1 room, 1 adult","['43.765622', '-79.658418']"
"Toronto's Favourite Urban Hotel, Toronto",HOTEL,$55 CAD,,See all 6 Hotels.com reviews,Good7.0,"1 room, 1 adult","['43.697026', '-79.453702']"
"Pathway Suites, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.586115', '-79.646245']"
"Element Vaughan Southwest, Vaughan",HOTEL,$144 CAD,,See all 351 Hotels.com reviews,Very Good8.4,"1 room, 1 adult","['43.772109', '-79.625571']"
"Park Suites Toronto Blue Jay Way (Element), Toronto",HOTEL,$161 CAD,,,Good7.4,"1 room, 1 adult","['43.643933', '-79.391453']"
"Park Suites Mississauga - Skymark, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.603994', '-79.649257']"
"Homewood Suites Ajax, Ontario, Canada, Ajax",HOTEL,$152 CAD,,,Exceptional9.6,"1 room, 1 adult","['43.857647', '-79.009639']"
"The Beverley Hotel, Toronto",HOTEL,$127 CAD,,See all 336 Hotels.com reviews,Very Good8.4,"1 room, 1 adult","['43.649652', '-79.392008']"
"Royal Oak Inn, Toronto",HOTEL,$79 CAD,,See all 419 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.658936', '-79.368349']"
"Willowdale Hotel Toronto North York , Toronto",HOTEL,$121 CAD,,See all 152 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.767006', '-79.400947']"
"Keppner Guesthouse, Toronto",HOTEL,$76 CAD,,See all 76 Hotels.com reviews,Good7.6,"1 room, 1 adult","['43.670044', '-79.378477']"
"Victoria's Mansion Guest House, Toronto",HOTEL,$119 CAD,,See all 318 Hotels.com reviews,Very Good8.4,"1 room, 1 adult","['43.667259', '-79.382126']"
"Kaisar Guest House, Toronto",HOTEL,$85 CAD,,See all 64 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.657057', '-79.404793']"
"Comfy Guest House, Toronto",HOTEL,$73 CAD,,See all 192 Hotels.com reviews,Very Good8.4,"1 room, 1 adult","['43.661874', '-79.369317']"
"Deluxe Inn, Toronto",HOTEL,$82 CAD,,See all 637 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.618215', '-79.539232']"
"Super 5 Inn, Mississauga",HOTEL,$84 CAD,,See all 575 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.625968', '-79.56625']"
"Toronto Furnished Living, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.660039', '-79.373171']"
"Madison Manor Boutique Hotel, Toronto",HOTEL,$119 CAD,,See all 372 Hotels.com reviews,Good6.4,"1 room, 1 adult","['43.668092', '-79.403153']"
"University of Toronto - Wilson Hall Residence, Toronto",HOTEL,,,See all 167 Hotels.com reviews,Good6.2,"1 room, 1 adult","['43.661383', '-79.400971']"
"University of Toronto - 45 Willcocks Residence, Toronto",HOTEL,,,See all 180 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.661361', '-79.401037']"
"Toronto Travellers Home, Toronto",HOTEL,$53 CAD,,See all 156 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.652365', '-79.400679']"
"Atlas Suites - Mariner Terrace, Toronto",HOTEL,,,,Good6.4,"1 room, 1 adult","['43.640184', '-79.390714']"
"HI-Toronto Hostel, Toronto",HOTEL,$104 CAD,,,Very Good8.0,"1 room, 1 adult","['43.650754', '-79.374793']"
"Atlas Suites - CN Tower & Convention Centre- Furnished Apart, Toronto",HOTEL,$167 CAD,,,Very Good8.0,"1 room, 1 adult","['43.643985', '-79.388688']"
"Delta Hotels by Marriott Toronto, Toronto",HOTEL,$175 CAD,,"See all 2,110 Hotels.com reviews",Very Good8.0,"1 room, 1 adult","['43.642564', '-79.384029']"
"Absolute Furnished Suites - by Mirage, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.59582', '-79.635306']"
"Oxford Furnished Apartments, Mississauga, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.587603', '-79.640736']"
"Atlas Suites Furnished Apartments- Wellington, Toronto",HOTEL,$200 CAD,,,Very Good8.0,"1 room, 1 adult","['43.643934', '-79.39147']"
"Nu Hotel Toronto, Mississauga",HOTEL,$96 CAD,,,Good7.8,"1 room, 1 adult","['43.693122', '-79.627942']"
"University Apartment, Toronto",HOTEL,$56 CAD,,,Very Good8.0,"1 room, 1 adult","['43.652066', '-79.398753']"
"Chinatown Travellers Home, Toronto",HOTEL,$53 CAD,,,Fair5.0,"1 room, 1 adult","['43.652443', '-79.394887']"
"Liberty Suites Hotel, Markham",HOTEL,$119 CAD,,"See all 2,026 Hotels.com reviews",Very Good8.2,"1 room, 1 adult","['43.803425', '-79.421416']"
"Clarkson Village Motel, Mississauga",HOTEL,$90 CAD,,See all 69 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.515911', '-79.62472']"
"Hampton Inn & Suites by Hilton Toronto Markham, ON, Markham",HOTEL,$100 CAD,,See all 862 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.843825', '-79.354056']"
"Amber Suite, Toronto",HOTEL,,,See 2 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.63648', '-79.40468']"
"Toronto Escape - The Ruby Pink Suite, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.662555', '-79.386146']"
"The Saint James Hotel, An Ascend Hotel Collection Member, Toronto",HOTEL,$152 CAD,,,Very Good8.0,"1 room, 1 adult","['43.659282', '-79.38114']"
"Toronto North Travellers Home, Toronto",HOTEL,$45 CAD,,,,"1 room, 1 adult","['43.767141', '-79.500867']"
"Queensway Motel, Toronto",HOTEL,$90 CAD,,See all 51 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.627659', '-79.496693']"
"Hydewest - Dan Leckie Way, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.637618', '-79.397362']"
"Kensington College Backpackers, Toronto",HOTEL,$90 CAD,,See all 176 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.656928', '-79.402992']"
"TownePlace Suites by Marriott Toronto Northeast/Markham, Markham",HOTEL,$134 CAD,,,8.0,"1 room, 1 adult","['43.81662', '-79.349373']"
"JJ Furnished Apartments Downtown Toronto: Element, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.643777', '-79.391473']"
"JJ Furnished Apartments Downtown Toronto: King's Luxury Loft, Toronto",HOTEL,,,See all 3 Hotels.com reviews,Good6.6,"1 room, 1 adult","['43.641456', '-79.41477']"
"E.S.I Furnished Suites at the ACC, Toronto",HOTEL,,,,,"1 room, 1 adult","['43.643061', '-79.380821']"
"Kensington Market House, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.655533', '-79.405522']"
"NAPA Furnished Suites & Apartments, Toronto",HOTEL,,,,Exceptional9.4,"1 room, 1 adult","['43.641726', '-79.383045']"
"Downtown Home Inn Bed and Breakfast, Toronto",HOTEL,$89 CAD,,See all 74 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.666884', '-79.381017']"
"Livingsuites Toronto, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.644996', '-79.390641']"
"Red Maple Suites Mississauga, Mississauga",HOTEL,,,See all 10 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.58621', '-79.64315']"
"Square One Luxury Furnished Suite, Mississauga",HOTEL,,,,Good6.8,"1 room, 1 adult","['43.589429', '-79.647812']"
"Bombay Suites -Grand Ovation Mississauga, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.586806', '-79.643058']"
"Goodwood Suites, Mississauga",HOTEL,,,,10.0,"1 room, 1 adult","['43.586181', '-79.646318']"
"Rose Garden Bed and Breakfast, Toronto",HOTEL,$128 CAD,,See all 42 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.671263', '-79.413643']"
"All Seasons Bed & Breakfast, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.582773', '-79.641165']"
"Amanda's Bed and Breakfast, Markham",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.887663', '-79.266771']"
"All Days Hostel, Toronto",HOTEL,,,See all 70 Hotels.com reviews,10.0,"1 room, 1 adult","['43.671112', '-79.377997']"
"Toronto Garden Inn Bed and Breakfast, Toronto",HOTEL,$85 CAD,,See all 180 Hotels.com reviews,Fabulous8.6,"1 room, 1 adult","['43.658389', '-79.369387']"
"Maplewood Furnished Suites, Mississauga",HOTEL,,,See all 3 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.588337', '-79.631831']"
"Maplewood Suites - Square One, Mississauga",HOTEL,,,,10.0,"1 room, 1 adult","['43.586997', '-79.642995']"
"White Knight Motel, Mississauga",HOTEL,$70 CAD,,,Very Good8.0,"1 room, 1 adult","['43.67435', '-79.6731']"
"Duke Furnished Suites, Toronto",HOTEL,,,,Good6.4,"1 room, 1 adult","['43.644034', '-79.388432']"
"McGill Inn B&B, Toronto",HOTEL,$85 CAD,,,Fabulous8.6,"1 room, 1 adult","['43.660821', '-79.378235']"
"Stonehouse on Sterling Guesthouse, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.656142', '-79.44698']"
"WhiteHall Suites- Yorkville, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.670293', '-79.394389']"
"North York BB, Toronto",HOTEL,$69 CAD,,,Very Good8.0,"1 room, 1 adult","['43.77906', '-79.4396']"
"Pathway Luxury Suites - 4099 Brickstone, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.58588', '-79.6474']"
"Elevate Rooms Parkside Retreat B&B, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.78359', '-79.4513']"
"Ada's Guesthouse, Toronto",HOTEL,$76 CAD,,See all 38 Hotels.com reviews,Good7.2,"1 room, 1 adult","['43.67062', '-79.3769']"
"310 Burhamthorpe Suites - by Mirage, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.586942', '-79.642983']"
"Livingsuites Toronto - Front & John, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.643943', '-79.388673']"
"Veeds Private Suites, Toronto",HOTEL,$150 CAD,,,Good7.4,"1 room, 1 adult","['43.643339', '-79.391682']"
"Elegant Cabbagetown, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.660839', '-79.370386']"
"Chestnut Residence and Conference Centre - University of Toronto, Toronto",HOTEL,,,,Fair4.2,"1 room, 1 adult","['43.654124', '-79.385537']"
"Executive Underground Apartment, Toronto",HOTEL,,,See all 37 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.664426', '-79.374972']"
"Spadina 11 Guesthouse, Toronto",HOTEL,$115 CAD,,,Very Good8.0,"1 room, 1 adult","['43.667534', '-79.404195']"
"Vaughan Inn, Vaughan",HOTEL,$109 CAD,,See all 303 Hotels.com reviews,Superb9.0,"1 room, 1 adult","['43.767813', '-79.644754']"
"Smile Back Bed and Breakfast , Toronto",HOTEL,$132 CAD,,,Very Good8.0,"1 room, 1 adult","['43.690727', '-79.472438']"
"Life Suites Luxury Downtown Condos, Toronto",HOTEL,$121 CAD,,,Very Good8.0,"1 room, 1 adult","['43.640971', '-79.400399']"
"Life Suites Loft - CN Tower, Toronto",HOTEL,$94 CAD,,,Very Good8.0,"1 room, 1 adult","['43.644946', '-79.389096']"
"Life Suites - Front and Spadina, Toronto",HOTEL,,,,,"1 room, 1 adult","['43.643277', '-79.391757']"
"Hampton Inn & Suites by Hilton Bolton, ON, Canada, Caledon",HOTEL,$131 CAD,,See all 217 Hotels.com reviews,8.0,"1 room, 1 adult","['43.862033', '-79.713874']"
"Hipster Bachelor Pads, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.649571', '-79.42936']"
"North York Furnished Guest House, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.796028', '-79.334925']"
"Kashaneh Hostel - 25 Greenbriar, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.766452', '-79.379383']"
"Kashaneh Guest House - 27 Greenbriar, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.766292', '-79.379317']"
"Kashaneh at North York Center, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.769486', '-79.413068']"
"Kashaneh at Harrison Garden, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.757367', '-79.404472']"
"Kashaneh at Meridian (1+1 bedroom), Toronto",HOTEL,$279 CAD,,,Very Good8.0,"1 room, 1 adult","['43.780259', '-79.418776']"
"Kashaneh at Meridian (2 BR), Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.780012', '-79.418699']"
"Super Awesome King West Furnished Suite, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.640911', '-79.414822']"
"Highland Creek Village Guest House, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.783991', '-79.177853']"
"Ice Furnished Apartment, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.645919', '-79.389474']"
"Veeds Private Suites - Peter Street, Toronto",HOTEL,$232 CAD,,,Very Good8.0,"1 room, 1 adult","['43.647688', '-79.392968']"
"RCMI Furnished Apartments, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.65404', '-79.38816']"
"NGE Stays - Downtown Suite Lake View, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.64065', '-79.39701']"
"Holiday Inn Express & Suites Toronto Airport West, Mississauga",HOTEL,$110 CAD,,,Very Good8.0,"1 room, 1 adult","['43.645281', '-79.639509']"
"Whitehall Suites - Front Street West, Toronto",HOTEL,$170 CAD,,See all 61 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.64376', '-79.389713']"
"TOSuites - Qwest, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.650043', '-79.387206']"
"TOSuites - Elev'n21, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.66796', '-79.388717']"
"TOSuites - Signatures on Bloor, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.670491', '-79.385298']"
"MAC Furnished Residences - Garden Suites, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.761821', '-79.409645']"
"MAC Furnished Residences - Skydome, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.643102', '-79.392506']"
"MAC Furnished Residences - King Spadina, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.645688', '-79.393855']"
"Margie Townhome Suites, Toronto",HOTEL,$113 CAD,,,Very Good8.0,"1 room, 1 adult","['43.660259', '-79.380756']"
"Livingsuites Toronto - 20 Blue Jays Way, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.643837', '-79.391465']"
"The Only Backpacker's Inn - Hostel, Toronto",HOTEL,$85 CAD,,See all 52 Hotels.com reviews,Very Good8.0,"1 room, 1 adult","['43.680323', '-79.337808']"
"Bolton Inn, Caledon",HOTEL,,,,,"1 room, 1 adult","['43.855802', '-79.705152']"
"AOC Suites - Penthouse Condo, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.641254', '-79.4228']"
"Family Friendly Furnished House, Toronto",HOTEL,,,,,"1 room, 1 adult","['43.66308', '-79.376997']"
"WhiteHall Suites - Mississauga, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.588612', '-79.632194']"
"Elite Suites - Queen West offered by Short Term Stays, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.641774', '-79.423061']"
"Best Western Premier Toronto Airport Carlingview Hotel, Toronto",HOTEL,$131 CAD,,,Very Good8.0,"1 room, 1 adult","['43.678821', '-79.591942']"
"Colour Cube Guest House, Toronto",HOTEL,,,,Very Good8.2,"1 room, 1 adult","['43.666601', '-79.347428']"
"Elite Suites - Modern Loft, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.64129', '-79.424192']"
"Markham Hostel, Markham",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.885665', '-79.302884']"
"The Corporate Suites - Ice Condos, Toronto",HOTEL,$170 CAD,,,Very Good8.0,"1 room, 1 adult","['43.641368', '-79.381852']"
"5025 Harvard Drive Suites by Mirage, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.54945', '-79.718007']"
"Air Canada Centre Harbor Front Furnished Condo, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.639781', '-79.381658']"
"A Suite Escape Toronto, Toronto",HOTEL,,,,,"1 room, 1 adult","['43.804548', '-79.176636']"
"Atlantis Furnished Suites - York Street, Toronto",HOTEL,$180 CAD,,,6.0,"1 room, 1 adult","['43.641958', '-79.381084']"
"Scarborough Centre Business Suite, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.773648', '-79.255046']"
"Park Motel, Toronto",HOTEL,$95 CAD,,,Good7.0,"1 room, 1 adult","['43.727666', '-79.229669']"
"Edward Hotel North York, Toronto",HOTEL,$118 CAD,,,Good6.6,"1 room, 1 adult","['43.771556', '-79.335641']"
"Beautiful Luxury Condo Toronto area, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.605481', '-79.6544']"
"Park Suites Toronto Front Street West, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.643715', '-79.391349']"
"Pinnacle Suites - Pantages Tower offered by Short Term Stays, Toronto",HOTEL,,,,Good7.0,"1 room, 1 adult","['43.654736', '-79.378936']"
"JP Stays - York St & Lakeshore, Toronto",HOTEL,,,,Good6.8,"1 room, 1 adult","['43.642016', '-79.381126']"
"JP Stays - Luxurious Condo offered by Short Term Stays, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.639715', '-79.563046']"
"Elevate Rooms Taigh Ice, Toronto",HOTEL,$68 CAD,,,Good6.2,"1 room, 1 adult","['43.66784', '-79.371186']"
"Lavish Suites - Two Bedroom Loft - Downtown Toronto, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.64143', '-79.424769']"
"JP Stays - Cozy Lakeview Condo Downtown Core offered by Short Term Stays, Toronto",HOTEL,,,,Good6.4,"1 room, 1 adult","['43.642002', '-79.381111']"
"New Plaza Motel, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.774289', '-79.18352']"
"Toronto Escape - Onyx Suite, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.642094', '-79.381187']"
"Sky Suites Yorkville, Toronto",HOTEL,$325 CAD,,,Superb9.0,"1 room, 1 adult","['43.670679', '-79.38456']"
"West Queen West Hotel, Toronto",HOTEL,$62 CAD,,,Very Good8.0,"1 room, 1 adult","['43.639509', '-79.441852']"
"Toronto Furnished Living - Gerard St. E, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.659488', '-79.380349']"
"TO Stays - York and Lakeshore, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.642242', '-79.381213']"
"NGE Stays - York Street Condos, Toronto",HOTEL,,,,,"1 room, 1 adult","['43.64214', '-79.381191']"
"Luxury Condo - Heart of Downtown, Toronto",HOTEL,,,,Good6.4,"1 room, 1 adult","['43.642457', '-79.376506']"
"AOC Suites - Two Bedroom Condo - City/CN Tower View, Toronto",HOTEL,$149 CAD,,,Very Good8.0,"1 room, 1 adult","['43.642068', '-79.381138']"
"Gladstone Suites - Toronto Central, Toronto",HOTEL,$113 CAD,,,Very Good8.0,"1 room, 1 adult","['43.643918', '-79.428542']"
"Life Suites Soho 2 Bed | 2 Bath CN Tower View, Toronto",HOTEL,,,,Exceptional9.6,"1 room, 1 adult","['43.641786', '-79.422992']"
"Nap Station Toronto Airport YYZ, Mississauga",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.693567', '-79.608621']"
"Luxury Executive Condo Toronto, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.631147', '-79.475286']"
"Hardy's Luxury House, Toronto",HOTEL,,,,Very Good8.0,"1 room, 1 adult","['43.800026', '-79.396314']"
"TVHR - Luxury Condos in Heart of Downtown, Toronto",HOTEL,$179 CAD,,,Good7.0,"1 room, 1 adult","['43.63768', '-79.397362']"
